concept_id_1,concept_name,parent_omop_id,parent_name,status
73268,Fetal distress affecting management of mother,74104,Fetal condition affecting obstetrical care of mother,gs_only
73268,Fetal distress affecting management of mother,4323285,Fetal disorder,gs_only
73268,Fetal distress affecting management of mother,4063305,Fetal distress - delivered,predicted_only
73847,Finding of elbow joint,444221,Finding of elbow region,gs_only
73847,Finding of elbow joint,77960,Joint finding,gs_only
73847,Finding of elbow joint,73847,Finding of elbow joint,predicted_only
73847,Finding of elbow joint,4022923,Finding of knee region,predicted_only
28462,Fistula of salivary gland,4114483,Lesion of salivary gland,both
28462,Fistula of salivary gland,4048767,Oral fistula,both
23653,Foreign body in esophagus,31610,Disorder of esophagus,gs_only
23653,Foreign body in esophagus,201728,Foreign body in digestive tract,gs_only
23653,Foreign body in esophagus,440142,Disorder of mediastinum,predicted_only
23653,Foreign body in esophagus,23653,Foreign body in esophagus,predicted_only
24230,Foreign body in larynx,31602,Disorder of the larynx,gs_only
24230,Foreign body in larynx,4029819,Foreign body in upper respiratory tract,gs_only
24230,Foreign body in larynx,4312766,Foreign body of neck,gs_only
24230,Foreign body in larynx,257907,Disorder of lung,predicted_only
24230,Foreign body in larynx,24230,Foreign body in larynx,predicted_only
22492,Foreign body in pharynx,31057,Disorder of pharynx,gs_only
22492,Foreign body in pharynx,201728,Foreign body in digestive tract,gs_only
22492,Foreign body in pharynx,4029819,Foreign body in upper respiratory tract,gs_only
22492,Foreign body in pharynx,22492,Foreign body in pharynx,predicted_only
73378,Frostbite of foot,444130,Injury of foot,both
73378,Frostbite of foot,441487,Frostbite,gs_only
73378,Frostbite of foot,4169905,Foot pain,predicted_only
73378,Frostbite of foot,36675198,Painful and cold lower limb,predicted_only
73383,Full thickness burn of foot,74250,Burn of foot,gs_only
73383,Full thickness burn of foot,198645,Full thickness burn of lower limb,gs_only
73383,Full thickness burn of foot,4344273,Soft tissue lesion of foot region,gs_only
73383,Full thickness burn of foot,37309846,Burn of dorsum of right hand,predicted_only
73383,Full thickness burn of foot,73383,Full thickness burn of foot,predicted_only
73383,Full thickness burn of foot,37309891,Full thickness burn of right hand,predicted_only
30274,Full thickness burn of neck,26286,Burn of neck,gs_only
30274,Full thickness burn of neck,4028056,Disorder of skin AND/OR subcutaneous tissue of neck,gs_only
30274,Full thickness burn of neck,261176,"Full thickness burn of face, head or neck",gs_only
30274,Full thickness burn of neck,42538213,Full thickness burn of head and/or neck,gs_only
30274,Full thickness burn of neck,4123196,Burn of skin of body region,predicted_only
30274,Full thickness burn of neck,4266046,Disorder of skin of neck,predicted_only
30274,Full thickness burn of neck,30274,Full thickness burn of neck,predicted_only
30274,Full thickness burn of neck,75709,Full thickness burn of upper limb,predicted_only
73564,Full thickness rotator cuff tear,36713625,Injury of rotator cuff,gs_only
73564,Full thickness rotator cuff tear,43530877,Traumatic and/or non-traumatic injury of anatomical site,gs_only
73564,Full thickness rotator cuff tear,761506,Arthropathy of right shoulder,predicted_only
73564,Full thickness rotator cuff tear,73564,Full thickness rotator cuff tear,predicted_only
73564,Full thickness rotator cuff tear,36686379,Injury of right shoulder,predicted_only
73564,Full thickness rotator cuff tear,4054054,Joint injury,predicted_only
73564,Full thickness rotator cuff tear,4217388,Rotator cuff tear arthropathy,predicted_only
73564,Full thickness rotator cuff tear,619862,Rupture of rotator cuff of shoulder,predicted_only
30437,Gastro-esophageal reflux disease with esophagitis,30753,Esophagitis,both
30437,Gastro-esophageal reflux disease with esophagitis,201340,Gastritis,predicted_only
4277749,"Gestation period, 17 weeks",4178165,Gestation 14 - 20 weeks,both
4277749,"Gestation period, 17 weeks",4244438,Second trimester pregnancy,both
28403,Gigantism and acromegaly,4253197,Acromegaly,gs_only
28403,Gigantism and acromegaly,4216994,Gigantism,gs_only
28403,Gigantism and acromegaly,4269698,Body measurement finding,predicted_only
72562,Gonococcal spondylitis,433417,Gonorrhea,gs_only
72562,Gonococcal spondylitis,37116425,Infection of musculoskeletal system caused by Neisseria gonorrhoeae,gs_only
72562,Gonococcal spondylitis,36715562,Infection of vertebra,gs_only
72562,Gonococcal spondylitis,4223530,Spondylitis,gs_only
72562,Gonococcal spondylitis,44782549,Disorder of vertebral column,predicted_only
72562,Gonococcal spondylitis,74864,Gonococcal infection of joint,predicted_only
72562,Gonococcal spondylitis,762781,Infectious synovitis,predicted_only
72562,Gonococcal spondylitis,4167096,Osteitis,predicted_only
30333,Gonorrhea of pharynx,4193874,Bacterial infection of the digestive tract,gs_only
30333,Gonorrhea of pharynx,4207185,Bacterial upper respiratory infection,gs_only
30333,Gonorrhea of pharynx,31057,Disorder of pharynx,gs_only
30333,Gonorrhea of pharynx,433417,Gonorrhea,gs_only
30333,Gonorrhea of pharynx,4090614,Disorder of soft tissue of head,predicted_only
30333,Gonorrhea of pharynx,30333,Gonorrhea of pharynx,predicted_only
30333,Gonorrhea of pharynx,4176944,Infective disorder of head,predicted_only
30333,Gonorrhea of pharynx,438968,Secondary syphilis of mucous membrane,predicted_only
30333,Gonorrhea of pharynx,4320030,Soft tissue infection,predicted_only
23325,Heartburn,4264107,Burning pain,gs_only
23325,Heartburn,4091509,Esophageal reflux finding,gs_only
23325,Heartburn,4009391,Pain in esophagus,gs_only
23325,Heartburn,4101212,Finding of esophagus,predicted_only
72403,Hemarthrosis of the ankle and/or foot,40482662,Disorder of joint of ankle and/or foot,gs_only
72403,Hemarthrosis of the ankle and/or foot,76784,Hemarthrosis,gs_only
72403,Hemarthrosis of the ankle and/or foot,72403,Hemarthrosis of the ankle and/or foot,predicted_only
72403,Hemarthrosis of the ankle and/or foot,4035744,Secondary inflammatory arthritis,predicted_only
26727,Hematemesis,4291649,Upper gastrointestinal bleeding,gs_only
26727,Hematemesis,441408,Vomiting,gs_only
26727,Hematemesis,437312,Bleeding,predicted_only
26942,Hemoglobin SS disease with crisis,4216915,Hemoglobin S sickling disorder with crisis,gs_only
26942,Hemoglobin SS disease with crisis,22281,Sickle cell-hemoglobin SS disease,gs_only
30683,Hemoglobin SS disease without crisis,4166115,Hemoglobin S sickling disorder without crisis,gs_only
30683,Hemoglobin SS disease without crisis,22281,Sickle cell-hemoglobin SS disease,gs_only
23988,Hemolytic anemia due to glutathione metabolism disorder,28396,Hereditary hemolytic anemia,gs_only
23988,Hemolytic anemia due to glutathione metabolism disorder,441840,Clinical finding,predicted_only
22288,Hereditary elliptocytosis,4175331,Congenital hemolytic anemia,gs_only
22288,Hereditary elliptocytosis,4079975,Congenital malformation,gs_only
22288,Hereditary elliptocytosis,4180651,Developmental hereditary disorder,gs_only
22288,Hereditary elliptocytosis,4122936,Erythrocyte membrane abnormality,gs_only
22288,Hereditary elliptocytosis,28396,Hereditary hemolytic anemia,gs_only
22288,Hereditary elliptocytosis,4207240,Anemia due to intrinsic red cell abnormality,predicted_only
22288,Hereditary elliptocytosis,440508,Congenital disease,predicted_only
22288,Hereditary elliptocytosis,40480457,Evaluation finding,predicted_only
22288,Hereditary elliptocytosis,432739,Red blood cell disorder,predicted_only
28396,Hereditary hemolytic anemia,4013074,Hemoglobin below reference range,gs_only
28396,Hereditary hemolytic anemia,435503,Hemolytic anemia,gs_only
28396,Hereditary hemolytic anemia,4214409,Hereditary red blood cell disorder,gs_only
28396,Hereditary hemolytic anemia,4175331,Congenital hemolytic anemia,predicted_only
28396,Hereditary hemolytic anemia,36712925,Decline in functional status,predicted_only
28396,Hereditary hemolytic anemia,37174817,Finding of presence of substance,predicted_only
28396,Hereditary hemolytic anemia,37160526,Lesion of sclera,predicted_only
28396,Hereditary hemolytic anemia,37018424,Lesion of skin and/or skin-associated mucous membrane,predicted_only
24909,Hereditary spherocytosis,4009785,Anemia due to membrane defect,gs_only
24909,Hereditary spherocytosis,4077761,Autosomal hereditary disorder,gs_only
24909,Hereditary spherocytosis,4122936,Erythrocyte membrane abnormality,gs_only
24909,Hereditary spherocytosis,28396,Hereditary hemolytic anemia,gs_only
24909,Hereditary spherocytosis,4207240,Anemia due to intrinsic red cell abnormality,predicted_only
24909,Hereditary spherocytosis,4006473,Autosomal dominant hereditary disorder,predicted_only
24909,Hereditary spherocytosis,440508,Congenital disease,predicted_only
24909,Hereditary spherocytosis,4214409,Hereditary red blood cell disorder,predicted_only
22945,Horizontal overbite,260759,Malocclusion of teeth,both
26378,Hyperpituitarism,23164,Disorder of anterior pituitary,gs_only
26378,Hyperpituitarism,4223692,Increased hormone production,gs_only
26378,Hyperpituitarism,23986,Disorder of pituitary gland,predicted_only
26378,Hyperpituitarism,4041284,Functional finding,predicted_only
26378,Hyperpituitarism,4200516,Lesion of brain,predicted_only
26378,Hyperpituitarism,4115108,Mass of endocrine structure,predicted_only
26378,Hyperpituitarism,4129540,Pituitary mass,predicted_only
28461,Hypertrophy of salivary gland,25572,Disorder of salivary gland,gs_only
28461,Hypertrophy of salivary gland,193431,Benign tumor of digestive organ,predicted_only
28461,Hypertrophy of salivary gland,28461,Hypertrophy of salivary gland,predicted_only
28457,Hypertrophy of tonsils,4046076,Disorder of tonsil (palatine tonsil),gs_only
28457,Hypertrophy of tonsils,605321,Enlargement of left tonsil,gs_only
28457,Hypertrophy of tonsils,605322,Enlargement of right tonsil,gs_only
28457,Hypertrophy of tonsils,28457,Hypertrophy of tonsils,predicted_only
31598,Hypertrophy of tonsils AND adenoids,438788,Hypertrophy of adenoids,gs_only
31598,Hypertrophy of tonsils AND adenoids,28457,Hypertrophy of tonsils,gs_only
31598,Hypertrophy of tonsils AND adenoids,4046076,Disorder of tonsil (palatine tonsil),predicted_only
31598,Hypertrophy of tonsils AND adenoids,605322,Enlargement of right tonsil,predicted_only
24609,Hypoglycemia,31821,Disorder of endocrine system,gs_only
24609,Hypoglycemia,30361,Hypoglycemic disorder,gs_only
24609,Hypoglycemia,4029423,Hypoglycemia due to diabetes mellitus,predicted_only
24609,Hypoglycemia,4029424,Non-diabetic hypoglycemia,predicted_only
30361,Hypoglycemic disorder,4130161,Disorder of glucose regulation,gs_only
25211,Iatrogenic pituitary disorder,23986,Disorder of pituitary gland,gs_only
25211,Iatrogenic pituitary disorder,444199,Iatrogenic disorder,gs_only
25211,Iatrogenic pituitary disorder,434554,"Hormone, synthetic hormone substitute or hormone antagonist adverse reaction",predicted_only
25211,Iatrogenic pituitary disorder,25211,Iatrogenic pituitary disorder,predicted_only
72521,Immersion foot,37111520,Cold injury,gs_only
72521,Immersion foot,4031623,Cold-induced dermatosis,gs_only
72521,Immersion foot,444130,Injury of foot,gs_only
72521,Immersion foot,36683647,Injury to skin caused by trauma,gs_only
72521,Immersion foot,435119,Late effect of injury,gs_only
72521,Immersion foot,46269695,Lesion of skin of foot,gs_only
72521,Immersion foot,4022924,Finding of foot region,predicted_only
72410,Infection of bone,75909,Disorder of bone,both
72410,Infection of bone,4193176,Musculoskeletal infective disorder,both
74125,Inflammatory polyarthropathy,4291025,Arthritis,gs_only
74125,Inflammatory polyarthropathy,75897,Polyarthropathy,gs_only
74125,Inflammatory polyarthropathy,4243832,Subacute infective polyarthritis,predicted_only
24818,Injury of neck,4042837,Disorder of neck,gs_only
24818,Injury of neck,619741,Injury of head and/or neck,gs_only
24818,Injury of neck,4022201,Injury of musculoskeletal system,predicted_only
24818,Injury of neck,24818,Injury of neck,predicted_only
24818,Injury of neck,133298,Musculoskeletal disorder of the neck,predicted_only
73349,Injury of rectum without open wound into abdominal cavity,4212235,Injury of intestine without open wound into abdominal cavity,gs_only
73349,Injury of rectum without open wound into abdominal cavity,4053833,Injury of rectum,gs_only
73349,Injury of rectum without open wound into abdominal cavity,4103995,Lesion of rectum,gs_only
73349,Injury of rectum without open wound into abdominal cavity,73349,Injury of rectum without open wound into abdominal cavity,predicted_only
73085,Injury of superficial femoral artery,37118664,Injury of femoral artery,gs_only
73085,Injury of superficial femoral artery,442564,Injury of thigh,gs_only
73085,Injury of superficial femoral artery,437149,Injury of femoral vein,predicted_only
73085,Injury of superficial femoral artery,36686527,Injury of right leg,predicted_only
73085,Injury of superficial femoral artery,73085,Injury of superficial femoral artery,predicted_only
72994,Jaccoud's syndrome,4189855,Chronic arthropathy,gs_only
72994,Jaccoud's syndrome,77960,Joint finding,predicted_only
73845,Joint ankylosis of the shoulder region,4199576,Ankylosis of upper limb joint,gs_only
73845,Joint ankylosis of the shoulder region,40484571,Disorder of joint of shoulder region,gs_only
73845,Joint ankylosis of the shoulder region,4323490,Ankylosis of joint of finger,predicted_only
73845,Joint ankylosis of the shoulder region,36676838,Arthropathy of joint of right hand,predicted_only
73845,Joint ankylosis of the shoulder region,73845,Joint ankylosis of the shoulder region,predicted_only
72404,Joint stiffness,4182011,Finding of joint movement,gs_only
72404,Joint stiffness,4154764,Stiffness,gs_only
72404,Joint stiffness,72404,Joint stiffness,predicted_only
72404,Joint stiffness,4323826,Limitation of joint movement,predicted_only
72404,Joint stiffness,762321,Stiffness of left knee,predicted_only
73554,Kashin-Beck disease of the pelvic region and thigh,72401,Kashin-Bek disease,gs_only
73554,Kashin-Beck disease of the pelvic region and thigh,74892,Articular gout,predicted_only
72401,Kashin-Bek disease,4343920,Endemic osteoarthritis,gs_only
72401,Kashin-Bek disease,72401,Kashin-Bek disease,predicted_only
72926,Labyrinthine fistula,45757697,Ear lesion,gs_only
72926,Labyrinthine fistula,4324769,Fistula,gs_only
72926,Labyrinthine fistula,81303,Labyrinthine disorder,gs_only
72926,Labyrinthine fistula,72926,Labyrinthine fistula,predicted_only
72926,Labyrinthine fistula,36685153,Lesion of left ear,predicted_only
74052,Labyrinthitis,81303,Labyrinthine disorder,gs_only
74052,Labyrinthitis,4183452,Otitis,gs_only
74052,Labyrinthitis,74052,Labyrinthitis,predicted_only
26514,Laryngeal web,31602,Disorder of the larynx,gs_only
26514,Laryngeal web,4128546,Congenital pyloric antral membrane,predicted_only
26514,Laryngeal web,4115254,Lesion of larynx,predicted_only
24969,Laryngitis,31602,Disorder of the larynx,gs_only
24969,Laryngitis,4181063,Inflammation of specific body organs,gs_only
24969,Laryngitis,4043671,Inflammatory disorder of upper respiratory tract,gs_only
24969,Laryngitis,4207471,Infective laryngitis,predicted_only
24969,Laryngitis,437779,Streptococcal infectious disease,predicted_only
72857,Late effect of rickets,75909,Disorder of bone,gs_only
72857,Late effect of rickets,4201705,Sequela of disorder,gs_only
72857,Late effect of rickets,4181217,Sequelae of disorders classified by disorder-system,gs_only
72857,Late effect of rickets,4101286,Sequelae of malnutrition and other nutritional deficiencies,gs_only
72857,Late effect of rickets,435510,Hypocalcemia,predicted_only
72857,Late effect of rickets,4189941,Rickets,predicted_only
9724,"Lead-induced chronic gout, elbow",36684527,Arthritis of left elbow due to gout,predicted_only
9724,"Lead-induced chronic gout, elbow",4189855,Chronic arthropathy,predicted_only
9724,"Lead-induced chronic gout, elbow",4027557,Chronic metabolic disorder,predicted_only
72726,Light-for-dates with signs of fetal malnutrition,75639,Poor fetal nutrition,gs_only
72726,Light-for-dates with signs of fetal malnutrition,4145947,Small for gestational age fetus,gs_only
72726,Light-for-dates with signs of fetal malnutrition,4271774,Relation of fetal size to dates - finding,predicted_only
72990,Localized osteoarthrosis uncertain if primary OR secondary,4143463,Localized osteoarthrosis,gs_only
72990,Localized osteoarthrosis uncertain if primary OR secondary,80802,"Localized, secondary osteoarthritis",predicted_only
72993,"Localized, primary osteoarthritis",4143463,Localized osteoarthrosis,gs_only
72993,"Localized, primary osteoarthritis",1244522,Secondary osteoarthritis of joint of hand,predicted_only
73840,"Localized, primary osteoarthritis of the shoulder region",72405,Degenerative joint disease of shoulder region,gs_only
73840,"Localized, primary osteoarthritis of the shoulder region",72993,"Localized, primary osteoarthritis",gs_only
73840,"Localized, primary osteoarthritis of the shoulder region",1244606,Secondary osteoarthritis of glenohumeral joint,predicted_only
73313,Longitudinal deficiency of tarsal bone,4242183,Congenital abnormal shape of tarsal bone,gs_only
73313,Longitudinal deficiency of tarsal bone,74472,Congenital deformity of foot,gs_only
73313,Longitudinal deficiency of tarsal bone,1076497,Congenital deformity of musculoskeletal system,gs_only
73313,Longitudinal deficiency of tarsal bone,4006428,Congenital undergrowth of foot,gs_only
73313,Longitudinal deficiency of tarsal bone,4113577,Congenital undergrowth of partial lower limb,gs_only
73313,Longitudinal deficiency of tarsal bone,4101637,Deformity of bone in foot,gs_only
73313,Longitudinal deficiency of tarsal bone,4242185,Congenital abnormal shape of tibia,predicted_only
73313,Longitudinal deficiency of tarsal bone,73313,Longitudinal deficiency of tarsal bone,predicted_only
73313,Longitudinal deficiency of tarsal bone,434473,Longitudinal deficiency of tibia AND/OR fibula,predicted_only
73561,Loose body in joint of shoulder region,40484571,Disorder of joint of shoulder region,gs_only
73561,Loose body in joint of shoulder region,79104,Loose body in joint,gs_only
73561,Loose body in joint of shoulder region,36676838,Arthropathy of joint of right hand,predicted_only
73561,Loose body in joint of shoulder region,77071,Loose body in joint of hand,predicted_only
73561,Loose body in joint of shoulder region,73561,Loose body in joint of shoulder region,predicted_only
73012,Lordosis deformity of spine,73302,Curvature of spine,gs_only
73012,Lordosis deformity of spine,4244662,Disorder of musculoskeletal system,gs_only
73012,Lordosis deformity of spine,73012,Lordosis deformity of spine,predicted_only
73712,Malignant neoplasm of dome of urinary bladder,197508,Malignant neoplasm of urinary bladder,gs_only
73712,Malignant neoplasm of dome of urinary bladder,42709928,Neoplasm of dome of urinary bladder,gs_only
73712,Malignant neoplasm of dome of urinary bladder,42709931,Primary malignant neoplasm of dome of urinary bladder,predicted_only
73153,Malignant neoplasm of lateral wall of urinary bladder,197508,Malignant neoplasm of urinary bladder,gs_only
73153,Malignant neoplasm of lateral wall of urinary bladder,4131749,Neoplasm of lateral wall of urinary bladder,gs_only
73153,Malignant neoplasm of lateral wall of urinary bladder,192855,Carcinoma in situ of urinary bladder,predicted_only
73153,Malignant neoplasm of lateral wall of urinary bladder,73153,Malignant neoplasm of lateral wall of urinary bladder,predicted_only
25189,Malignant tumor of oral cavity,436045,"Malignant neoplasm of lip, oral cavity and pharynx",gs_only
25189,Malignant tumor of oral cavity,4123594,Tumor of oral cavity,gs_only
25189,Malignant tumor of oral cavity,4162118,Malignant neoplasm of border of tongue,predicted_only
25189,Malignant tumor of oral cavity,4130982,Neoplasm of tip of tongue,predicted_only
22557,Malignant tumor of submandibular gland,4181333,Malignant tumor of major salivary gland,gs_only
22557,Malignant tumor of submandibular gland,4130378,Neoplasm of submaxillary gland,gs_only
22557,Malignant tumor of submandibular gland,4112584,Tumor of submandibular gland,gs_only
22557,Malignant tumor of submandibular gland,22557,Malignant tumor of submandibular gland,predicted_only
72737,Microcalcifications of the breast,4205375,Calcification of breast,gs_only
72737,Microcalcifications of the breast,4030364,Extraskeletal calcification,gs_only
72737,Microcalcifications of the breast,72737,Microcalcifications of the breast,predicted_only
72737,Microcalcifications of the breast,4032503,Radiographic calcification,predicted_only
30284,Motion sickness,4167864,Effect of exposure to physical force,both
30284,Motion sickness,31967,Nausea,gs_only
24977,Mucocele of salivary gland,4103985,Cyst of salivary gland,gs_only
24977,Mucocele of salivary gland,37166137,Adenocarcinoma of head,predicted_only
24977,Mucocele of salivary gland,37204489,Malignant epithelial neoplasm of salivary gland,predicted_only
24977,Mucocele of salivary gland,24977,Mucocele of salivary gland,predicted_only
28127,"Multiple endocrine neoplasia, type 1",37204336,Genetic disease,gs_only
28127,"Multiple endocrine neoplasia, type 1",30678,Polyglandular activity in multiple endocrine adenomatosis,gs_only
28127,"Multiple endocrine neoplasia, type 1",440508,Congenital disease,predicted_only
24612,"Multiple endocrine neoplasia, type 2",4006473,Autosomal dominant hereditary disorder,gs_only
24612,"Multiple endocrine neoplasia, type 2",44782478,Hereditary cancer-predisposing syndrome,gs_only
24612,"Multiple endocrine neoplasia, type 2",4176808,Hereditary disorder of endocrine system,gs_only
24612,"Multiple endocrine neoplasia, type 2",30678,Polyglandular activity in multiple endocrine adenomatosis,gs_only
24612,"Multiple endocrine neoplasia, type 2",4156115,Malignant neoplasm of endocrine gland,predicted_only
24612,"Multiple endocrine neoplasia, type 2",4130672,Neoplasm of multiple endocrine glands,predicted_only
73841,Multiple stiff joints,72404,Joint stiffness,gs_only
73841,Multiple stiff joints,4323826,Limitation of joint movement,gs_only
73841,Multiple stiff joints,36687079,Bilateral stiffness of joints of elbows,predicted_only
73001,Myositis,72618,Disorder of skeletal muscle,gs_only
73001,Myositis,4181063,Inflammation of specific body organs,gs_only
73001,Myositis,4028369,Inflammatory disorder of muscle,gs_only
73001,Myositis,4176946,Inflammatory disorder of musculoskeletal system,gs_only
73001,Myositis,764155,Disorder of right lower extremity,predicted_only
73001,Myositis,73001,Myositis,predicted_only
73183,Myotonic disorder,72618,Disorder of skeletal muscle,gs_only
73183,Myotonic disorder,444363,Drug-related disorder,predicted_only
73183,Myotonic disorder,73183,Myotonic disorder,predicted_only
31967,Nausea,4304916,Gastrointestinal tract finding,gs_only
31967,Nausea,4101344,Finding of vomiting,predicted_only
27674,Nausea and vomiting,4000609,Disorder of upper gastrointestinal tract,gs_only
27674,Nausea and vomiting,31967,Nausea,gs_only
27674,Nausea and vomiting,441408,Vomiting,gs_only
24134,Neck pain,4184252,Finding of neck region,both
24134,Neck pain,4132926,Pain finding at anatomical site,both
30234,Neck sprain,24818,Injury of neck,gs_only
30234,Neck sprain,4185207,Lesion of neck,gs_only
30234,Neck sprain,133298,Musculoskeletal disorder of the neck,gs_only
30234,Neck sprain,4023316,Sprain of joint,gs_only
30234,Neck sprain,4184398,Finding of sensation of musculoskeletal structure of neck,predicted_only
30234,Neck sprain,77074,Joint pain,predicted_only
30234,Neck sprain,4094284,Ligament finding,predicted_only
23304,Neck webbing,25056,Congenital anomaly of neck,gs_only
23304,Neck webbing,132446,Congenital anomaly of skin,gs_only
23304,Neck webbing,4266046,Disorder of skin of neck,gs_only
23304,Neck webbing,4185207,Lesion of neck,gs_only
23304,Neck webbing,4316083,Skin lesion,gs_only
23304,Neck webbing,4184252,Finding of neck region,predicted_only
23304,Neck webbing,141960,Skin finding,predicted_only
23034,Neonatal hypoglycemia,24609,Hypoglycemia,gs_only
23034,Neonatal hypoglycemia,42537310,Neonatal metabolic disorder,gs_only
23034,Neonatal hypoglycemia,42537311,Neonatal disorder of endocrine system,predicted_only
23034,Neonatal hypoglycemia,4048927,Transitory neonatal hypokalemia,predicted_only
72578,Neoplasm of uncertain behavior of breast,81251,Neoplasm of breast,gs_only
72578,Neoplasm of uncertain behavior of breast,4317829,Neoplasm of uncertain behavior of trunk,gs_only
72578,Neoplasm of uncertain behavior of breast,1075563,Neoplasm of lower inner quadrant of breast,predicted_only
72578,Neoplasm of uncertain behavior of breast,72578,Neoplasm of uncertain behavior of breast,predicted_only
72578,Neoplasm of uncertain behavior of breast,4317685,Neoplasm of uncertain behavior of respiratory tract,predicted_only
22274,Neoplasm of uncertain behavior of larynx,4055265,Neoplasm of larynx,gs_only
22274,Neoplasm of uncertain behavior of larynx,4316607,Neoplasm of uncertain behavior of neck,gs_only
22274,Neoplasm of uncertain behavior of larynx,4317831,Neoplasm of uncertain behavior of upper respiratory tract,gs_only
22274,Neoplasm of uncertain behavior of larynx,4314958,Neoplasm of uncertain behavior of head,predicted_only
22274,Neoplasm of uncertain behavior of larynx,22274,Neoplasm of uncertain behavior of larynx,predicted_only
22274,Neoplasm of uncertain behavior of larynx,4316619,Neoplasm of uncertain behavior of pharynx,predicted_only
30061,Neoplasm of uncertain behavior of major salivary gland,4054610,Neoplasm of major salivary gland,gs_only
30061,Neoplasm of uncertain behavior of major salivary gland,40492458,Neoplasm of uncertain behavior of digestive organ,gs_only
30061,Neoplasm of uncertain behavior of major salivary gland,4116233,Neoplasm of uncertain behavior of oral cavity,gs_only
30061,Neoplasm of uncertain behavior of major salivary gland,30061,Neoplasm of uncertain behavior of major salivary gland,predicted_only
30061,Neoplasm of uncertain behavior of major salivary gland,4316619,Neoplasm of uncertain behavior of pharynx,predicted_only
27516,Neoplasm of uncertain behavior of paraganglia,4130676,Neoplasm of paraganglion,gs_only
27516,Neoplasm of uncertain behavior of paraganglia,432582,Neoplastic disease of uncertain behavior,gs_only
27516,Neoplasm of uncertain behavior of paraganglia,4129891,Neoplasm of retroperitoneum,predicted_only
27516,Neoplasm of uncertain behavior of paraganglia,27516,Neoplasm of uncertain behavior of paraganglia,predicted_only
27516,Neoplasm of uncertain behavior of paraganglia,4317829,Neoplasm of uncertain behavior of trunk,predicted_only
22871,Neoplasm of uncertain behavior of pineal gland,4131120,Neoplasm of pineal gland,gs_only
22871,Neoplasm of uncertain behavior of pineal gland,4315941,Neoplasm of uncertain behavior of cerebrum,gs_only
22871,Neoplasm of uncertain behavior of pineal gland,132277,Neoplasm of uncertain behavior of endocrine glands and nervous system,gs_only
22871,Neoplasm of uncertain behavior of pineal gland,22871,Neoplasm of uncertain behavior of pineal gland,predicted_only
27835,Neoplasm of uncertain behavior of pituitary gland,4130061,Neoplasm of pituitary gland,both
27835,Neoplasm of uncertain behavior of pituitary gland,4315941,Neoplasm of uncertain behavior of cerebrum,both
27835,Neoplasm of uncertain behavior of pituitary gland,132277,Neoplasm of uncertain behavior of endocrine glands and nervous system,both
27526,Nezelof's syndrome,29783,Severe combined immunodeficiency disease,gs_only
27526,Nezelof's syndrome,441840,Clinical finding,predicted_only
72413,Nontraumatic rupture of muscle,4137356,Rupture of muscle,both
72413,Nontraumatic rupture of muscle,605525,Nontraumatic injury,gs_only
72413,Nontraumatic rupture of muscle,43530877,Traumatic and/or non-traumatic injury of anatomical site,predicted_only
73574,Nonunion of fracture,4084934,Disorder of fracture healing,gs_only
73574,Nonunion of fracture,4237458,Fracture of clavicle,predicted_only
73574,Nonunion of fracture,73574,Nonunion of fracture,predicted_only
72390,Obstetric non-purulent mastitis,4170627,Mastitis - obstetric,gs_only
72390,Obstetric non-purulent mastitis,4034177,Abscess of nipple,predicted_only
72390,Obstetric non-purulent mastitis,72390,Obstetric non-purulent mastitis,predicted_only
30124,Obstruction of larynx,31602,Disorder of the larynx,gs_only
30124,Obstruction of larynx,4286507,Upper respiratory tract obstruction,gs_only
30124,Obstruction of larynx,4185207,Lesion of neck,predicted_only
30124,Obstruction of larynx,30124,Obstruction of larynx,predicted_only
30124,Obstruction of larynx,4341363,Stomal obstruction,predicted_only
72406,Old disruption of ligament of knee other than collateral AND/OR cruciate ligaments,4032488,Old disruption of ligament of knee,gs_only
72406,Old disruption of ligament of knee other than collateral AND/OR cruciate ligaments,765234,Disorder of joint of right knee,predicted_only
72406,Old disruption of ligament of knee other than collateral AND/OR cruciate ligaments,4188487,Rupture of cruciate ligaments,predicted_only
72745,Open dislocation of elbow,4159964,Open traumatic dislocation of joint,both
72745,Open dislocation of elbow,4053600,Open wound of elbow,both
72745,Open dislocation of elbow,4053588,Traumatic dislocation of elbow joint,both
73043,Open dislocation of glenohumeral joint,4213373,Dislocation of shoulder joint,both
73043,Open dislocation of glenohumeral joint,443457,Open dislocation of shoulder region,both
73043,Open dislocation of glenohumeral joint,4114600,Traumatic arthropathy of shoulder,both
72468,Open dislocation of jaw,4159964,Open traumatic dislocation of joint,gs_only
72468,Open dislocation of jaw,4049957,Open wound of face,gs_only
72468,Open dislocation of jaw,4051121,Open wound of jaw,gs_only
72468,Open dislocation of jaw,4216978,Traumatic dislocation of temporomandibular joint,gs_only
72468,Open dislocation of jaw,4123293,Dislocation of temporomandibular joint,predicted_only
72468,Open dislocation of jaw,444191,Injury of face,predicted_only
72468,Open dislocation of jaw,4154163,Jaw injury,predicted_only
72468,Open dislocation of jaw,4054054,Joint injury,predicted_only
72468,Open dislocation of jaw,35624868,Lesion of face,predicted_only
72468,Open dislocation of jaw,4179141,Lesion of joint,predicted_only
72468,Open dislocation of jaw,760903,Right temporomandibular joint disorder,predicted_only
72468,Open dislocation of jaw,4168335,Wound,predicted_only
